channel_index,interaction_count,distance_km,attribution_probability_score
0,1,29.04,0.1084723365544834
1,2,12.35,1.0055281599188268
1,4,26.13,0.8488694305353524
2,2,12.47,1.667855316539905
0,2,7.27,0.4106970861252053
0,9,28.97,0.36134766060641
1,2,19.17,0.7654533056250921
1,2,15.04,0.9029509334780014
1,1,20.5,0.4579259393252779
0,4,17.19,0.4045976407906131
0,3,14.45,0.3888689348349602
0,2,4.39,0.4608423110580423
2,1,12.84,1.0368401919957266
0,2,19.99,0.24691790822933848
0,1,14.02,0.19780766660992172
2,1,22.22,0.7124666401999136
0,2,18.07,0.26662839928975085
2,1,7.97,1.259831285111201
1,1,4.45,0.8701864216983709
2,3,13.74,2.0003556542037115
0,1,10.81,0.22490884298889244
0,1,17.69,0.1708003239201258
1,1,9.25,0.7181708306958651
2,2,10.08,1.83517264122197
1,3,23.42,0.8148912323281553
0,3,16.19,0.36272405220035037
1,1,9.38,0.7144460352376399
1,1,15.14,0.5674243670247736
1,1,26.03,0.36705344586390004
1,2,17.35,0.8232568276114582
2,6,19.74,2.208736300934695
1,1,8.98,0.7259691105796195
0,1,23.21,0.13696085811832243
0,1,33.54,0.09060371148613801
0,2,8.67,0.3883301679275303
0,3,5.54,0.555374331964473
0,3,16.4,0.3596899313102159
0,4,22.0,0.33378367174507106
0,2,14.27,0.310398180356672
0,1,6.57,0.2664789298065049
2,1,14.13,0.9846961242489796
2,3,19.78,1.5710198459068856
0,2,11.74,0.3434549406939544
2,2,19.86,1.241026127381097
1,3,24.32,0.7860769175098556
0,2,16.92,0.2791797741307068
0,5,14.78,0.4960150054570171
1,2,21.63,0.693719856972027
1,3,8.15,1.50095169174551
1,1,7.36,0.7745695583751079
0,3,12.87,0.4142386919967
0,5,11.06,0.5755960883459984
0,1,8.57,0.24599105607200153
0,3,29.64,0.21179998416438528
0,3,32.38,0.18981356591302487
0,1,12.17,0.21300064158489104
2,2,15.73,1.4639504355843718
2,1,13.5,1.009825770273166
0,7,23.86,0.4003373099028206
2,4,25.45,1.453792598916202
0,1,0.78,0.335927437843127
0,1,18.81,0.1633173397657422
0,2,4.55,0.4579023382154675
1,1,29.07,0.325026743458409
2,1,18.52,0.8261142575401985
1,2,8.41,1.1771696266867346
0,1,13.07,0.2054690014105428
1,1,12.69,0.6258479601920764
0,4,19.2,0.37334132952018617
2,5,23.34,1.7610122973573112
1,3,5.81,1.6482256869674745
0,4,29.71,0.24520463179505914
1,1,27.85,0.34128143740121536
1,1,8.0,0.7549922365709221
0,1,15.58,0.18584168917775376
1,3,28.69,0.6600097760241546
0,6,24.86,0.3599402008852377
1,3,12.31,1.270867029698444
2,5,21.51,1.894753616980426
2,2,38.98,0.5776070761599355
1,1,15.84,0.5517568535344508
1,2,9.94,1.1072870623856348
0,1,16.38,0.17998889919337088
1,1,16.97,0.527372677479437
0,3,10.8,0.44999764904238937
0,2,18.53,0.26176729603987076
0,2,4.96,0.45045398332058456
0,2,9.68,0.3729543126836222
1,1,21.07,0.4476033525682755
0,2,0.96,0.5286126463082697
1,2,22.23,0.6772687829370907
0,1,0.1,0.3451900648144839
0,4,1.15,0.7685403709575954
1,2,11.01,1.060895046925961
0,2,17.29,0.27507833895843725
0,5,25.6,0.3217600814633709
1,4,15.46,1.3007618137864316
0,5,13.03,0.5319801513775057
2,1,19.64,0.7899211183411498
0,1,8.03,0.2513622630880249
0,1,16.12,0.18187055137640595
1,1,5.4,0.8377397291568282
0,5,15.66,0.47885899443761615
0,3,13.96,0.39656595030377556
0,1,8.57,0.24599105607200153
0,1,16.32,0.18042139133440802
2,1,16.27,0.9039129760027084
0,2,24.4,0.20698698689317227
1,3,2.15,1.9080835628049546
2,4,14.39,2.2627383230547258
0,6,8.92,0.6809833857441719
2,1,21.96,0.7199149573732495
0,1,21.03,0.14944003039012071
2,1,19.06,0.8084615254171472
0,1,9.37,0.23824395693834646
1,5,22.08,1.1112251983378603
0,2,2.76,0.4918903993063662
0,3,1.12,0.6627795018006745
1,2,4.79,1.3605825256489057
1,1,14.73,0.5768068527349663
0,1,20.4,0.15325377045984184
0,2,0.1,0.5471133083524624
1,3,25.58,0.7474404578698371
1,1,16.05,0.5471415075560732
2,3,2.46,3.140949026054127
1,4,15.81,1.2826780302457064
2,2,23.74,1.0626210656759105
1,3,19.8,0.9418581195734863
0,2,23.79,0.21209958947411398
0,3,4.07,0.5890095270041421
1,3,11.69,1.302778599948484
1,10,7.6,2.6539696254671736
0,1,28.74,0.10978184593534754
0,2,20.11,0.2457355422184058
2,1,37.78,0.3823487270765318
1,1,11.26,0.6626901042494446
0,3,9.2,0.47973907310463887
0,5,13.86,0.5146083774254082
0,1,26.03,0.12235114862130002
0,1,12.07,0.21385435043064396
0,1,16.0,0.1827456285280291
0,2,15.77,0.2923219975490007
1,1,15.32,0.563353583986899
0,1,9.78,0.2343686206608475
2,3,13.9,1.9875942580433894
2,1,13.56,1.0074050943974855
0,2,14.94,0.302189990153499
1,4,22.55,0.9795618525124626
0,1,29.09,0.10825560868149005
2,2,8.28,1.972178086168894
0,3,11.86,0.43131658585114135
1,3,8.4,1.4860169728781745
1,2,16.5,0.8517288412306385
0,1,10.69,0.22599100053560955
0,4,16.92,0.40899097662149725
1,3,23.83,0.8016360060657979
1,1,0.1,1.0355701944434514
0,1,18.93,0.16253529494396438
1,1,11.32,0.6611015550208238
0,1,18.68,0.16416880181522575
1,2,7.83,1.2047992261106686
0,1,24.57,0.12970922024911516
2,1,22.31,0.7099063715438643
0,3,19.55,0.3171079836815934
0,1,21.35,0.14753938806205916
0,3,9.04,0.4828192492224249
0,3,10.04,0.4638876356723594
1,1,21.02,0.44849945507722017
0,3,8.86,0.4863080925811274
2,3,26.57,1.1973670148902265
0,1,12.41,0.21096561916225295
0,1,19.02,0.16195121984813954
0,2,31.79,0.15401591266035303
0,5,9.35,0.6163445731899243
0,2,15.55,0.29490578310989185
0,1,23.43,0.13576089016963858
0,3,22.61,0.2805753618011776
0,2,12.38,0.3347740832725647
1,2,10.87,1.066852725118294
1,3,13.13,1.2298588025085893
0,2,26.58,0.18970228572764633
0,4,12.77,0.4828437458468729
2,3,15.62,1.855445802256143
1,2,11.59,1.036565594729992
1,1,20.64,0.4553687209593415
0,4,16.24,0.4202682062381652
1,6,6.97,2.2086797055176817
1,1,7.25,0.7779851732742129
1,2,0.1,1.641339925057387
2,1,8.35,1.2408266507001866
0,3,21.35,0.2950787761241183
0,3,25.59,0.249047180491318
1,1,20.48,0.4582924266521229
2,5,19.44,2.0583173171147133
0,1,13.99,0.19804517828835924
0,4,21.2,0.34463748406180333
0,2,17.29,0.27507833895843725
0,1,29.44,0.10675058987349868
1,1,14.21,0.5889300797532506
1,1,25.74,0.3713360569580293
0,3,21.99,0.2876206310223591
0,2,20.88,0.23828225730347016
0,1,0.1,0.3451900648144839
0,1,22.43,0.1413013972025093
1,1,13.98,0.5943732366162047
2,3,11.45,2.1922424985172153
2,3,3.14,3.0566666490974734
0,1,14.96,0.1905081884896363
2,2,15.27,1.4911364680939427
1,1,4.58,0.8656731968599147
1,5,3.21,2.3637827332009613
0,5,18.89,0.42082041677767684
0,3,21.97,0.2878508195903274
0,6,16.52,0.5024709910436519
0,4,24.21,0.3055437859120698
0,4,14.31,0.4539981366552351
0,2,14.57,0.30669566173424334
0,1,7.66,0.25511009009146735
1,1,2.52,0.9400259361277156
0,1,29.84,0.10505617192652712
0,2,24.05,0.20990518442868789
2,1,3.86,1.4849451139855006
2,1,16.25,0.9046363957128122
1,2,14.2,0.9338055394769295
2,1,12.81,1.0380851470497596
1,2,11.73,1.0307770504508733
2,6,18.05,2.363209239320554
0,3,21.55,0.29272756330618543
0,3,18.22,0.33443493899744364
0,2,14.04,0.31326702004365947
0,2,13.74,0.3170488700018419
0,1,22.49,0.14096268047188404
1,5,18.71,1.2715837730077937
1,1,15.58,0.5575250675332613
1,1,14.71,0.5772684828445779
0,3,17.76,0.34064550385190995
2,1,11.25,1.1049253888557038
1,1,21.57,0.43874021235507943
0,1,6.39,0.2684045018419754
1,1,11.71,0.6508683969232644
0,1,19.89,0.15641225437772244
0,1,5.94,0.27327952647184556
2,3,2.42,3.145978567055646
0,4,15.5,0.4328940863239545
0,1,1.43,0.3273058902529207
2,5,4.61,3.7250818049724597
1,1,21.05,0.447961578521606
0,1,13.36,0.20309933165062535
0,1,25.28,0.1260772958312392
0,2,5.36,0.443304071413515
1,2,14.25,0.9319397947646029
0,2,18.2,0.2652455301891693
0,3,5.64,0.5531572717131972
2,2,23.25,1.083653886884598
1,2,19.09,0.7679066795077593
0,6,2.13,0.8934924717589954
1,1,14.7,0.5774994364253525
1,1,18.09,0.5042677951322642
0,3,10.28,0.4594556220729938
0,2,3.16,0.4840827804302982
2,1,17.23,0.869860705556925
0,1,32.69,0.09373720521599396
1,2,11.9,1.0237915441467051
0,2,27.55,0.18248280073598497
0,1,8.98,0.24198970352653987
0,6,16.72,0.49846725939510944
0,3,21.17,0.2972110101434385
0,2,14.93,0.30231089032798336
0,3,12.62,0.41840186006399394
2,5,20.81,1.9485564427445559
2,1,30.13,0.5192228063010393
1,1,17.4,0.51837943105842
2,2,10.87,1.778087875197157
0,4,13.48,0.46932387434358314
2,1,35.16,0.42459386075530725
0,9,16.08,0.6051283254192886
2,2,10.24,1.8234650406020494
2,1,5.84,1.3718741686592182
1,1,0.39,1.0236269847271533
2,1,17.91,0.8465193755075063
1,4,20.24,1.0743868249374695
0,7,11.83,0.6477517146395414
0,2,14.88,0.30291611713370276
1,6,5.64,2.3293631841239995
0,4,16.06,0.4233050568661574
1,2,18.85,0.7753140822755532
2,3,10.72,2.2571997398342134
0,2,28.52,0.17553806711774494
1,2,8.3,1.1823605847772123
2,1,17.27,0.8684700412561497
2,3,21.79,1.4496541226176185
2,1,14.38,0.9748982341061522
1,4,13.49,1.4074085470042499
2,4,3.57,3.488164711275907
1,1,25.86,0.36955791483974615
0,1,13.64,0.20083731010242406
0,2,19.3,0.253827759816562
1,2,20.38,0.7292876346168015
0,1,9.97,0.23259417059508636
1,2,13.42,0.9633995380602925
1,1,25.68,0.3722283337986444
0,1,6.06,0.2719709278938761
1,1,32.02,0.28884998390567196
1,1,9.04,0.7242288738336373
0,4,5.56,0.6442540228492512
0,7,16.06,0.5469226947185357
0,2,32.67,0.14868885870897192
0,2,0.1,0.5471133083524624
2,1,13.87,0.9949904013967533
0,2,18.81,0.2588518592462375
1,1,15.27,0.5644814186135547
0,2,18.06,0.266735071982583
0,6,9.26,0.6717847045123306
2,1,10.2,1.1523205874691536
1,3,13.81,1.1968574954715545
0,1,5.96,0.2730609902768013
0,1,14.64,0.19296236653416926
0,1,11.89,0.21539965818593992
0,1,11.24,0.22107348948341282
1,1,17.56,0.5150723964982423
0,1,0.43,0.34066349703187127
0,2,13.17,0.32436062146220296
0,1,33.54,0.09060371148613801
2,3,6.31,2.6926477194593903
2,5,25.28,1.6295254095804053
0,2,15.44,0.29620622743504116
1,1,10.18,0.6919456876680407
0,1,4.43,0.2902942831232185
0,4,16.12,0.42229034287353245
1,2,26.63,0.5679697809238576
2,2,11.89,1.7070019044643483
2,1,14.35,0.9760688141946633
1,2,23.08,0.6546287065675167
0,1,17.73,0.1705272619097152
1,6,2.42,2.6495635244734186
0,5,15.79,0.47637539063281775
1,1,27.1,0.3516750045242557
0,2,14.7,0.3051049836405951
1,1,0.1,1.0355701944434514
0,2,18.11,0.26620213495329276
0,5,13.41,0.523955197234576
2,2,0.37,2.706181388561696
0,1,1.57,0.3254780998572353
1,1,22.8,0.4176766073688586
0,4,9.14,0.5582981249151858
0,2,7.74,0.40304810660020296
0,2,14.71,0.3049829660522834
0,1,9.85,0.23371330639111335
2,1,15.8,0.9210672852094921
0,7,13.38,0.6088107514792899
2,2,5.4,2.2129767601297847
1,2,10.91,1.0651471256015794
0,2,18.54,0.26166261006004665
1,3,15.34,1.1258061626895863
1,1,14.34,0.5858755918897551
1,1,30.5,0.3069569367294337
0,2,20.85,0.23856836764410544
0,3,21.82,0.28958311620081406
2,3,13.67,2.0059644987534067
2,5,16.76,2.291230048993202
2,1,11.55,1.0917455215512897
0,1,21.22,0.14830859107454433
1,7,14.12,1.773162146672772
0,2,16.78,0.28074756658755584
0,2,16.28,0.2864190436418753
0,3,14.85,0.38269654269188264
1,2,38.51,0.35314128396016964
0,1,9.67,0.235402114611076
0,3,9.59,0.47231321584659364
2,4,20.55,1.76857781135746
0,2,10.24,0.36469300812040983
0,2,12.67,0.33091314066765076
0,1,6.31,0.269264771945939
2,1,18.93,0.812676474719822
1,1,19.03,0.48565935694371165
0,1,12.48,0.21037574164251288
2,7,20.72,2.269569350275954
2,3,0.13,3.4477608517416827
0,3,9.35,0.4768692567245952
1,2,13.64,0.9549588157741451
1,1,5.62,0.8303999618821604
1,8,1.01,3.165338865218886
0,1,12.54,0.20987144526029175
2,1,20.55,0.7616850044804055
1,2,25.26,0.59996313682697
0,5,10.62,0.5858162531358805
0,5,20.87,0.3887771029275484
0,1,20.09,0.15516594821431343
0,5,24.75,0.3328880273415888
1,1,12.2,0.6382355823423761
0,1,0.61,0.33821952869718075
0,4,15.56,0.43185638625495576
1,4,6.89,1.832626352769106
0,2,9.21,0.38003217722327143
2,2,12.59,1.6598687940087058
0,4,12.29,0.49220391585657
0,4,16.13,0.42212146051510646
0,5,20.63,0.39252733542992296
0,2,12.06,0.33908673361877734
0,7,18.17,0.5026567172871792
1,11,15.12,2.0358230849575194
2,1,22.48,0.705095384112955
0,4,13.49,0.46913618233474996
1,2,14.37,0.9274772025392474
1,1,12.0,0.6433619451116197
2,2,13.7,1.5877827711646189
0,1,8.73,0.2444217404796299
0,2,7.94,0.3998365849620511
0,5,21.21,0.3835255259949319
1,1,6.33,0.8071483388104098
2,2,12.45,1.6691901346491904
0,6,23.12,0.38588442556660635
0,2,12.18,0.3374630173340247
2,1,21.63,0.7294808306783128
2,2,10.27,1.8212781949231558
2,2,6.59,2.110106794028582
1,2,2.24,1.5066866008254451
0,4,25.5,0.29017758387322923
1,2,5.91,1.300973637056146
1,4,20.98,1.04305103254399
0,2,7.0,0.41515665296941073
1,1,25.54,0.37431865991833585
1,3,32.65,0.5633238287518745
0,3,1.51,0.652520370848344
1,2,6.32,1.279811671831323
1,1,21.19,0.44546000462623514
2,1,19.1,0.8071690212555432
0,1,21.22,0.14830859107454433
0,1,10.41,0.22853632696250906
1,3,30.9,0.6041694150318346
0,1,15.94,0.18318474476520522
1,3,5.26,1.6848884639070192
1,1,12.97,0.618877570086177
0,1,5.37,0.27958187341525426
1,2,27.73,0.5435209295801848
1,1,9.72,0.7047953426171113
0,5,18.94,0.4199796170241416
2,1,11.23,1.1058096828372184
2,2,10.08,1.83517264122197
1,4,0.1,2.404519528706219
1,2,19.79,0.7467035219423187
0,1,25.39,0.12552377436981124
2,2,7.67,2.0208911136145646
1,3,2.64,1.8710492468546012
1,8,21.43,1.3985837483584773
2,5,1.83,4.163219997233036
0,1,24.76,0.1287271667056336
2,13,7.76,4.837086192773675
0,1,6.17,0.2707768846327068
0,1,16.99,0.1756503160172389
0,4,6.69,0.6157820547773108
2,1,9.34,1.1926501064547816
2,1,17.83,0.8492325763151584
1,1,0.1,1.0355701944434514
1,2,28.14,0.5346798810891745
1,3,15.35,1.1253559302769962
2,2,4.66,2.2794599696405307
0,1,6.86,0.26340563379940585
0,2,22.93,0.21952276190855527
0,6,19.81,0.44051209789260026
1,4,26.09,0.8502287087568067
1,1,9.54,0.7098881813021767
0,8,17.37,0.5483989903475446
0,3,18.41,0.33190286752036824
2,1,20.56,0.7613803914052899
0,1,24.02,0.1325944441881651
1,1,9.26,0.7178836198095934
2,3,14.09,1.9725457982626102
0,1,10.12,0.23120278390574142
0,2,14.58,0.3065730080019315
1,1,20.59,0.4562803697461641
2,5,1.77,4.173223724897804
1,1,23.87,0.40017720700157444
2,5,5.89,3.5391578828893078
0,6,12.54,0.5891836348508231
1,1,24.95,0.3832576454372687
1,2,17.62,0.8144134938326971
2,1,17.72,0.852977432292396
0,5,5.55,0.7175238440484316
2,2,6.65,2.1050486099717096
1,1,22.53,0.4222119615575039
0,1,10.29,0.22963593828785703
0,1,11.04,0.22284917065367166
2,6,22.71,1.9613255436807564
0,3,6.6,0.5323186937576871
0,4,17.15,0.4052455151771743
0,1,15.34,0.18763436044826443
2,1,14.98,0.9517792144260572
1,8,10.85,2.135413097564634
1,1,10.36,0.6869815709818665
0,6,6.37,0.7541097458944236
1,1,18.86,0.4889730945097278
1,1,9.65,0.7067715349545995
2,3,22.75,1.3950426549799728
2,8,13.2,3.2397162216270794
0,7,6.53,0.8007169121076434
1,1,13.1,0.6156677594621215
0,1,11.71,0.21695613230775482
1,2,23.07,0.6548906104274235
0,2,12.05,0.3392223954427808
0,3,12.79,0.41556637897729903
0,1,26.29,0.121085290547204
1,7,19.07,1.454648769855503
0,2,28.3,0.17708961892365904
1,4,25.07,0.8856354256144809
0,2,7.9,0.4004768355618834
0,2,22.92,0.21961058857748145
1,8,27.2,1.110333162054854
0,2,27.26,0.18461192627812598
0,4,22.9,0.32198117907203977
1,6,22.74,1.1753840187708233
0,3,12.58,0.41907183888022054
0,2,8.3,0.39412019492573747
0,1,12.18,0.21291545836603662
2,1,1.68,1.620245711150138
1,1,25.74,0.3713360569580293
1,1,12.73,0.6248474041140833
1,1,25.33,0.3774761796784481
0,1,5.15,0.2820530511359667
0,1,23.66,0.1345176178021703
1,2,11.04,1.0596227364086375
0,1,4.73,0.28683156955958466
0,1,28.02,0.11298953206637183
0,3,23.86,0.26689153993521375
0,2,16.69,0.2817600792565618
2,2,15.27,1.4911364680939427
0,2,18.52,0.2618720239024629
1,4,16.56,1.244769165432744
0,2,8.66,0.38848553106525735
2,3,11.7,2.1704293211948293
0,7,30.69,0.30463290651143965
0,4,36.38,0.18778413663595386
1,2,27.5,0.5485443946394716
1,3,18.83,0.9791204288492682
0,1,12.3,0.21189591303220712
0,2,8.61,0.3892632796166898
0,8,9.14,0.7621955168740325
0,2,10.57,0.3599106931311615
0,6,32.21,0.2682549700451425
0,2,29.45,0.16912801714045728
0,14,20.97,0.585248762199061
0,2,7.32,0.4098765127998047
1,1,22.14,0.4288501111031301
2,2,13.09,1.6270011897506174
1,1,0.1,1.0355701944434514
0,1,17.3,0.17348570045100548
0,4,8.26,0.5783001900208118
2,1,8.54,1.2314321126185752
0,4,13.0,0.4784219548121635
0,1,11.01,0.22311675017405877
1,1,14.73,0.5768068527349663
1,8,14.34,1.857181686466148
1,1,0.1,1.0355701944434514
0,2,27.16,0.18535185284981337
0,2,7.13,0.41300344157549485
2,2,7.38,2.0444699433482647
0,5,12.37,0.5462114540243536
1,3,14.13,1.1816353490987754
1,2,26.67,0.5670617558881198
1,4,17.16,1.2152503481592671
0,1,19.53,0.15868088578507936
0,2,17.2,0.27607040562725976
1,6,16.85,1.4876458717720735
2,2,17.48,1.364978338787489
2,4,0.1,4.007532547843698
0,3,13.0,0.41209024161049396
0,4,24.3,0.3044458058327474
2,6,46.54,0.7561016474456621
1,1,5.37,0.8387456202457627
2,1,18.38,0.8307534750676852
0,2,10.43,0.3619318469614749
1,3,31.38,0.5926800134704598
1,1,4.17,0.8799872920437765
1,1,20.0,0.4671766569326594
0,1,3.74,0.29841799690074566
0,7,12.45,0.6318850321908728
1,3,14.73,1.1536137054699327
0,2,23.56,0.2140599093418977
0,1,6.38,0.26851188511793556
2,1,20.31,0.7690323915535223
0,1,15.15,0.1890658142219537
2,1,17.18,0.8716021678498442
0,5,22.67,0.361769105858057
1,12,4.74,3.1829353684289545
2,1,21.48,0.733870872618084
0,1,10.45,0.2281709612099158
0,1,23.77,0.13392704050668855
0,2,17.68,0.2708204150276925
0,1,13.32,0.20342455068711546
1,1,10.28,0.6891834331094906
2,1,21.59,0.7306489342410528
0,3,25.09,0.2540782672671279
0,3,10.74,0.4510789404307373
0,2,5.94,0.43313780167270977
1,1,20.55,0.45701100268824324
0,5,3.41,0.7816493036920434
1,7,4.56,2.599098037520134
1,1,6.5,0.801678349149025
1,1,11.68,0.6516499078123246
0,2,4.31,0.4623193684848889
1,1,0.1,1.0355701944434514
0,2,5.92,0.4334844505551129
0,2,20.14,0.2454408364265835
2,2,4.83,2.2640122237084124
1,1,12.28,0.6361964927622314
0,2,30.57,0.16171829891933598
0,7,14.61,0.5795821810875119
0,1,17.74,0.17045906464531352
0,3,7.43,0.5149358647282781
0,1,32.31,0.09517289433085532
0,1,10.67,0.2261718656724466
0,2,13.18,0.3242309031590083
1,1,25.54,0.37431865991833585
1,1,13.55,0.6046848822230392
1,1,15.38,0.5620031565464642
0,2,12.75,0.32985591108701234
2,3,12.8,2.0770009283329305
2,1,17.96,0.8448280286671139
2,3,19.42,1.5938061996883388
2,1,9.85,1.1685665319555667
2,2,8.87,1.9261796003907259
1,2,10.13,1.0989035783034806
0,3,3.79,0.5956435146904924
1,11,2.28,3.4024651107057258
1,6,17.38,1.4564397331253194
1,1,22.51,0.42254986627061364
1,5,21.97,1.1161253616642706
0,1,0.1,0.3451900648144839
0,6,13.04,0.5775170172148286
2,1,6.18,1.3533429776905825
1,1,16.15,0.5449573128275648
1,1,11.66,0.6521714363221635
0,1,19.74,0.15735354896386514
0,3,14.85,0.38269654269188264
2,6,0.1,4.845355137511623
1,2,7.26,1.2325841934594102
1,3,15.05,1.1389415521444537
0,3,15.72,0.369607768568378
1,1,3.75,0.894895960716727
0,1,2.71,0.31096960610595
1,1,15.45,0.5604317487057641
0,1,3.77,0.29806011007950395
0,1,1.65,0.32443823460944016
1,1,11.44,0.6579358712758224
2,1,11.09,1.1120195885686095
0,1,7.97,0.2519662570222402
2,5,9.37,3.0792584735452575
0,1,15.11,0.18936856165807162
0,2,9.24,0.3795764121243547
0,2,15.57,0.2946699528280943
0,2,11.96,0.34044579686766635
1,1,16.34,0.5408313358223784
0,1,22.03,0.1435804029854302
0,1,21.71,0.14543004459624848
2,1,25.31,0.6296304690779768
0,1,21.71,0.14543004459624848
1,2,16.91,0.8378744051331579
0,3,11.53,0.43704770696811146
1,2,11.9,1.0237915441467051
0,2,7.98,0.3991973579440946
0,1,15.04,0.1898995366487976
0,4,20.58,0.3532913581701315
0,1,9.19,0.23996550355906218
0,3,14.7,0.3849996242835684
1,3,9.58,1.4175065367690842
2,2,16.67,1.409927887536204
2,1,10.6,1.1340301715905499
1,2,9.08,1.146040474492157
0,1,9.56,0.236440165953596
0,1,19.03,0.16188645231457055
0,1,14.23,0.19615304136560943
0,1,11.57,0.21817449487989438
1,2,17.09,0.8318633750919748
1,4,11.68,1.513084228980196
0,1,24.01,0.13264749257481037
0,6,7.21,0.7291926104675363
2,7,13.5,3.0294773108194977
1,7,3.76,2.6836142217437176
0,4,12.23,0.4933866239366219
2,1,1.56,1.6280415856944916
2,1,20.97,0.7489955859743053
0,2,21.13,0.23591130922867712
0,2,21.27,0.2345938980910146
1,4,15.23,1.312784039916818
2,11,7.96,4.518254854888755
2,2,8.6,1.947095080368757
0,1,27.24,0.11657037616136416
0,1,26.49,0.12012047264014467
1,1,15.98,0.5486756505751502
1,2,10.87,1.066852725118294
0,2,25.95,0.19454352676934403
2,4,9.44,2.7581929228627584
1,2,16.83,0.840559897726113
2,5,25.82,1.5947050741601219
2,2,8.31,1.9698128918658961
1,4,21.63,1.016281221260247
0,1,19.16,0.1610468276785418
1,4,14.68,1.341985325156959
0,3,7.05,0.5228226778046722
1,1,9.2,0.7196086096569583
0,1,17.32,0.17334696739126768
1,6,3.61,2.5263988736482657
0,1,16.05,0.18238050251869103
0,2,19.33,0.25352334918768876
0,1,22.88,0.13878072615008685
0,3,3.81,0.5951671904338466
1,4,25.53,0.8694887388506868
1,1,28.56,0.33172538283944464
1,2,18.28,0.793194303306727
0,8,6.7,0.8403370880174629
0,3,12.38,0.42243785972253955
0,5,14.62,0.4991996815851984
0,2,17.16,0.27651247183492206
2,1,15.18,0.9441953565891951
0,2,17.25,0.27551881658890653
0,3,14.27,0.3916788948829277
0,1,17.12,0.17473930505526084
0,1,11.32,0.2203671850069413
1,1,12.29,0.6359420650540606
1,2,10.39,1.0875342043096652
0,4,30.34,0.23910268254609715
0,1,26.71,0.119068049932451
0,3,19.44,0.31850633292211883
0,6,25.6,0.34944210918566426
0,1,21.39,0.14730351379089665
2,3,16.45,1.7948563517405558
1,8,2.96,2.9278258482831645
1,7,12.9,1.861838566645037
0,1,12.32,0.2117264640903954
0,1,5.94,0.27327952647184556
1,1,3.11,0.9181010552270885
1,3,18.94,0.974821762962461
1,3,17.6,1.0284978792100608
0,3,5.66,0.5527149228589603
1,1,9.03,0.7245186233292065
0,1,24.29,0.13117012933545102
2,2,7.98,1.995986789720473
1,2,16.37,0.8561693665649277
1,3,13.48,1.2127607449437838
0,2,19.05,0.25637877121331853
1,1,8.15,0.750475845872755
0,1,15.72,0.184803884284189
0,1,16.35,0.1802050155162627
0,1,16.84,0.17670738595193855
1,1,15.63,0.5564111317053345
0,1,17.76,0.17032275192595497
0,1,32.53,0.09433904716934119
2,1,35.49,0.41902605018745953
0,3,9.89,0.4666793281888705
1,1,0.1,1.0355701944434514
0,3,19.76,0.3144554329288098
0,3,16.49,0.35839737555382056
1,2,23.49,0.6439803509598659
0,7,17.28,0.5208736336247926
0,1,15.47,0.18666119419904836
1,3,24.03,0.7952485020997868
1,7,25.15,1.1406114476372307
1,4,3.91,2.0646280795477208
0,1,8.47,0.24697699085126873
0,1,14.16,0.19670303951951656
1,1,15.79,0.5528614714912706
1,2,13.19,0.9723037101982764
2,3,18.47,1.6555362787716612
2,1,22.97,0.6914100687843181
2,2,28.78,0.868609657471841
0,3,19.63,0.31609485999624093
0,2,8.18,0.39601651939917565
1,4,13.82,1.3889528298929625
0,3,14.4,0.38964745096125103
0,1,19.12,0.1613047088527522
2,2,18.11,1.3310106747664638
2,1,31.4,0.49350504922226895
0,2,11.31,0.34941346206095747
0,7,18.08,0.5044695425971201
0,5,33.84,0.23141350592676568
2,2,10.32,1.8176392786625422
2,1,16.16,0.9078989558220107
0,1,7.44,0.25736496578588197
0,2,15.66,0.2936110481699146
2,1,8.76,1.2206430515216757
0,2,23.37,0.2156929623940732
1,1,16.18,0.5443037562645362
2,1,7.52,1.2827135709977993
0,1,21.72,0.14537188421126243
1,7,16.44,1.6160169941000162
0,3,22.62,0.2804631540994936
0,1,5.82,0.2745944214221939
2,1,17.95,0.8451660274738355
0,2,21.19,0.23534580096788518
2,1,11.61,1.0891284740127956
1,2,4.93,1.3529845576716208
0,4,14.67,0.44750740888672125
0,2,24.82,0.20353865262565457
0,2,24.01,0.21024130154576245
0,2,11.57,0.34579839299841253
0,6,4.74,0.8049159878076194
0,6,11.55,0.6129834327122718
0,2,11.25,0.35025306148620644
1,1,18.57,0.4946782080916188
1,2,14.16,0.9353008242489161
1,1,8.97,0.7262595563091246
0,2,23.83,0.21176050147369452
0,2,16.12,0.28825800391708395
1,1,18.48,0.4964622590056192
0,1,1.2,0.3303309986045978
0,2,0.1,0.5471133083524624
2,5,3.5,3.894202126068007
1,2,11.16,1.0545487346202478
1,3,19.61,0.9490435111847159
0,1,0.1,0.3451900648144839
1,2,27.74,0.5433035646842301
1,2,16.36,0.8565119028142366
1,3,25.88,0.7385247734697556
1,1,7.91,0.7577151068483775
2,2,19.03,1.28291978146689
1,1,15.68,0.5552994215226765
0,1,21.54,0.14642233887641787
1,7,13.13,1.8447882037628838
1,1,18.79,0.4903441377391281
1,1,23.82,0.40097836230382816
0,2,9.79,0.3713169186164238
0,4,16.94,0.408663914682419
2,2,0.1,2.7355665417623123
1,3,20.62,0.911466323385931
2,4,30.64,1.1812529854660232
1,1,5.04,0.8498904565299295
1,1,14.27,0.5875183423243915
1,1,22.04,0.43056894692741077
