latitude,longitude,distance_km,utm_source,interaction_count
6.525147,3.449721,0.1,whatsapp_lead_trigger,1
6.250555,3.365593,19.94,whatsapp_lead_trigger,1
6.781618,3.398706,24.78,whatsapp_lead_trigger,5
6.492499,3.246124,11.93,meta_conversion_ad,1
6.930791,3.356266,13.92,meta_awareness_ad,1
6.62228,3.316217,13.69,meta_awareness_ad,1
6.492907,3.273364,16.45,meta_awareness_ad,2
6.591573,3.399379,14.69,meta_awareness_ad,2
6.221507,3.433708,21.14,meta_conversion_ad,1
6.678321,3.416816,24.86,meta_awareness_ad,1
6.909441,3.363861,8.49,whatsapp_lead_trigger,1
6.211015,3.440866,12.53,meta_conversion_ad,2
6.481289,3.415525,22.21,whatsapp_lead_trigger,1
6.508599,3.393829,3.63,meta_awareness_ad,6
6.655684,3.404123,0.1,whatsapp_lead_trigger,2
6.840296,3.55665,16.81,whatsapp_lead_trigger,1
6.581832,3.198439,18.97,meta_awareness_ad,3
6.845669,3.331411,9.22,meta_conversion_ad,1
6.549965,3.429926,10.37,meta_conversion_ad,3
6.592114,3.14179,8.92,meta_awareness_ad,1
6.573635,3.586588,8.06,meta_conversion_ad,2
6.707445,3.417423,20.55,meta_awareness_ad,3
6.461052,3.522735,5.56,meta_awareness_ad,6
6.647143,3.547164,12.88,meta_awareness_ad,1
6.339781,3.441068,7.76,meta_awareness_ad,1
6.481724,3.044311,3.36,meta_awareness_ad,2
6.428888,3.401354,21.96,meta_awareness_ad,6
6.537594,3.410983,10.84,whatsapp_lead_trigger,5
6.476988,3.21617,16.51,meta_conversion_ad,1
6.69422,3.110749,2.94,whatsapp_lead_trigger,1
6.3926,3.44845,9.06,meta_awareness_ad,2
6.264703,3.191821,21.05,meta_awareness_ad,1
6.320807,3.688413,35.7,meta_conversion_ad,1
6.673525,3.418671,0.1,meta_awareness_ad,1
6.378966,3.581927,13.39,meta_awareness_ad,2
6.584077,3.383875,18.3,meta_conversion_ad,6
6.480182,3.491931,10.07,meta_awareness_ad,12
6.648037,3.38719,21.8,meta_conversion_ad,1
6.489785,3.530036,8.07,meta_conversion_ad,2
6.939052,3.07345,16.23,meta_awareness_ad,4
6.809118,3.512422,10.82,meta_awareness_ad,1
6.477118,3.479515,24.76,meta_conversion_ad,3
6.45658,3.356077,9.59,meta_awareness_ad,2
6.994249,3.317825,12.19,meta_awareness_ad,1
6.362572,3.334335,22.57,whatsapp_lead_trigger,2
6.516146,3.421615,6.78,meta_awareness_ad,1
6.527767,3.561306,15.55,meta_conversion_ad,3
6.524049,3.299072,0.42,whatsapp_lead_trigger,1
6.263593,3.123935,6.3,meta_awareness_ad,1
6.59889,3.751887,18.06,meta_awareness_ad,1
6.378847,3.479936,7.07,meta_awareness_ad,4
6.739798,3.320518,10.64,meta_awareness_ad,2
6.306005,3.557527,18.94,meta_awareness_ad,2
6.53332,3.519254,10.37,meta_conversion_ad,2
6.191982,3.453042,21.58,meta_awareness_ad,2
6.201242,3.307642,16.73,meta_conversion_ad,1
6.398497,3.479298,18.49,whatsapp_lead_trigger,3
6.419668,3.542634,24.93,whatsapp_lead_trigger,1
6.744259,3.121189,17.56,meta_conversion_ad,1
6.518311,3.412874,27.31,meta_awareness_ad,3
6.718261,3.423926,22.29,meta_conversion_ad,1
6.467432,3.419111,10.81,meta_conversion_ad,1
6.615313,3.386128,25.35,meta_awareness_ad,2
6.415579,3.557111,17.11,meta_awareness_ad,2
6.405379,3.347502,11.84,whatsapp_lead_trigger,3
6.251272,3.378782,17.23,meta_awareness_ad,2
6.574763,3.42655,23.9,meta_awareness_ad,3
6.563713,3.35249,18.64,meta_awareness_ad,3
6.640997,3.1713,29.58,meta_awareness_ad,1
6.556638,3.41132,23.69,whatsapp_lead_trigger,1
6.828329,3.413018,19.19,meta_conversion_ad,2
6.550804,3.324425,6.79,meta_conversion_ad,1
6.673174,3.359353,13.56,meta_awareness_ad,9
6.475784,2.902219,15.57,meta_awareness_ad,4
6.388129,3.560461,20.57,meta_awareness_ad,1
6.632054,3.514355,20.1,meta_awareness_ad,1
6.511028,3.178525,16.36,meta_awareness_ad,1
6.649206,3.27788,15.96,meta_conversion_ad,1
6.57734,3.596478,20.76,meta_awareness_ad,1
6.405448,3.205972,8.13,meta_conversion_ad,2
6.685551,3.450969,28.56,meta_awareness_ad,4
6.393722,3.305397,0.1,meta_awareness_ad,3
6.618199,3.440721,26.64,meta_awareness_ad,1
6.716642,3.386721,14.64,whatsapp_lead_trigger,1
6.466711,3.336715,23.02,whatsapp_lead_trigger,2
6.697799,3.437478,17.91,whatsapp_lead_trigger,4
6.584043,3.305243,17.77,meta_awareness_ad,4
6.652192,3.111565,19.43,meta_awareness_ad,5
6.398887,3.240042,21.47,meta_conversion_ad,2
6.556545,3.222021,12.37,meta_awareness_ad,3
6.313188,3.138582,23.28,whatsapp_lead_trigger,1
6.781095,3.43461,6.32,meta_awareness_ad,2
6.2223,3.353285,14.96,meta_awareness_ad,1
6.471187,3.432291,21.69,meta_awareness_ad,2
6.384644,3.457313,22.96,meta_awareness_ad,2
6.625605,3.49267,18.69,meta_conversion_ad,1
6.812992,3.440238,11.85,meta_awareness_ad,1
6.622637,3.232259,22.17,meta_awareness_ad,1
6.968593,3.466129,9.65,meta_awareness_ad,1
6.317709,3.412471,29.01,meta_awareness_ad,1
6.329222,3.707716,14.32,meta_conversion_ad,1
6.390433,3.380388,2.68,whatsapp_lead_trigger,1
6.542587,3.436635,5.44,whatsapp_lead_trigger,1
6.370362,3.364976,15.35,meta_conversion_ad,9
6.411651,3.386534,16.12,meta_awareness_ad,1
6.617473,3.376408,30.76,meta_conversion_ad,1
6.338524,3.314006,6.69,meta_awareness_ad,2
6.354421,3.405803,15.32,meta_awareness_ad,4
6.464619,3.472464,6.52,whatsapp_lead_trigger,3
6.478734,3.316274,11.06,meta_awareness_ad,1
6.675902,3.504536,28.47,whatsapp_lead_trigger,2
6.389304,3.486347,5.91,meta_awareness_ad,3
6.416358,3.247161,19.7,meta_conversion_ad,3
6.611651,3.234647,18.14,meta_conversion_ad,3
6.644609,3.446423,14.81,whatsapp_lead_trigger,5
6.738709,3.29107,19.16,meta_conversion_ad,4
6.594768,3.222343,5.72,meta_conversion_ad,2
6.543955,3.636735,28.25,meta_awareness_ad,2
6.610656,3.234251,30.4,meta_conversion_ad,3
6.484288,3.150661,15.38,meta_awareness_ad,4
6.483185,3.261646,34.38,meta_conversion_ad,1
6.258283,3.413947,11.81,meta_conversion_ad,10
6.658412,3.390233,18.2,meta_conversion_ad,1
6.556119,3.662282,26.46,meta_awareness_ad,2
6.640956,3.263941,11.33,meta_awareness_ad,5
6.102028,3.414623,3.95,meta_conversion_ad,1
6.517335,3.548473,2.11,meta_awareness_ad,2
6.396018,3.280348,31.49,meta_awareness_ad,1
6.749604,3.484759,10.77,meta_awareness_ad,1
6.616533,3.104374,13.51,whatsapp_lead_trigger,1
6.559535,3.643013,6.1,meta_conversion_ad,1
6.45961,3.528414,22.59,meta_awareness_ad,1
6.583981,3.277099,8.75,meta_awareness_ad,10
6.385172,3.503673,11.07,meta_awareness_ad,11
6.509441,3.576177,17.4,meta_conversion_ad,1
6.437645,3.1859,6.49,meta_conversion_ad,3
6.864373,3.289218,13.57,meta_awareness_ad,1
6.744892,3.581113,26.22,meta_awareness_ad,1
6.683857,3.389321,18.43,meta_awareness_ad,1
6.300853,3.444625,16.04,meta_conversion_ad,7
6.654024,3.38973,16.72,meta_conversion_ad,6
6.55255,3.512923,11.89,meta_awareness_ad,1
6.707919,3.45614,30.97,meta_awareness_ad,1
6.572759,3.395133,8.5,meta_awareness_ad,1
6.523392,3.063946,16.69,whatsapp_lead_trigger,2
6.559468,3.475202,15.92,meta_awareness_ad,2
6.253555,3.488586,23.07,meta_conversion_ad,1
6.40929,3.193269,23.83,meta_conversion_ad,3
6.5804,3.20346,14.74,meta_awareness_ad,1
6.695308,3.45684,17.33,meta_awareness_ad,5
6.441826,3.408349,17.63,meta_awareness_ad,3
6.518279,3.082981,0.1,meta_conversion_ad,2
6.284251,3.255897,2.29,meta_conversion_ad,4
6.743297,3.426276,10.16,meta_conversion_ad,4
6.691461,3.480702,10.51,meta_conversion_ad,1
6.622215,3.291552,5.41,meta_awareness_ad,1
6.585421,3.357082,21.0,whatsapp_lead_trigger,6
6.757282,3.247297,15.02,meta_conversion_ad,1
6.403648,3.577789,13.28,meta_awareness_ad,1
6.387426,3.405388,4.95,whatsapp_lead_trigger,2
6.683628,3.279047,14.64,meta_conversion_ad,4
6.673547,3.205755,0.1,meta_conversion_ad,3
6.345376,3.189167,13.7,meta_conversion_ad,5
6.444696,3.650933,15.51,whatsapp_lead_trigger,2
6.777764,3.353173,16.94,meta_conversion_ad,1
6.58615,3.319272,2.49,meta_awareness_ad,2
6.642474,3.347213,16.8,meta_awareness_ad,3
6.350543,3.284669,6.67,whatsapp_lead_trigger,1
6.622897,3.363148,8.5,meta_awareness_ad,1
6.311469,3.384439,20.74,meta_awareness_ad,1
6.227427,3.381451,31.11,meta_awareness_ad,2
6.633424,3.18981,15.41,meta_awareness_ad,5
6.739567,3.513065,8.46,meta_conversion_ad,3
6.486332,3.296256,16.51,whatsapp_lead_trigger,8
6.442417,3.2804,22.51,meta_awareness_ad,1
6.781027,3.273626,19.97,meta_awareness_ad,5
6.495182,3.221329,36.94,meta_awareness_ad,4
6.514535,3.41937,9.28,whatsapp_lead_trigger,1
6.778494,3.513447,17.02,meta_conversion_ad,8
6.471362,3.270752,27.39,meta_awareness_ad,1
6.426296,3.102731,26.89,whatsapp_lead_trigger,5
6.646726,3.225133,0.1,whatsapp_lead_trigger,5
6.417622,3.311957,14.97,whatsapp_lead_trigger,3
6.50271,3.194485,26.88,whatsapp_lead_trigger,2
6.326526,3.28939,38.13,meta_awareness_ad,1
6.55221,3.296471,20.63,meta_conversion_ad,2
6.534615,3.376876,12.06,meta_awareness_ad,1
6.669603,3.160957,6.93,whatsapp_lead_trigger,4
6.652988,3.466217,32.75,meta_conversion_ad,3
6.607128,3.628341,20.83,meta_conversion_ad,5
6.583538,3.593568,8.22,meta_conversion_ad,1
6.513412,3.291593,13.37,meta_awareness_ad,4
6.615833,3.479498,17.48,meta_conversion_ad,6
6.35755,3.461738,19.35,whatsapp_lead_trigger,4
6.172055,3.372671,7.8,whatsapp_lead_trigger,1
6.698688,3.405751,10.09,meta_awareness_ad,1
6.625524,3.481657,1.78,meta_awareness_ad,1
6.505352,3.511706,23.32,meta_awareness_ad,2
6.685584,3.257449,12.27,meta_conversion_ad,2
6.414675,3.491354,18.73,whatsapp_lead_trigger,9
6.418576,3.629169,26.38,meta_awareness_ad,1
6.397779,3.511527,16.76,meta_conversion_ad,1
6.609543,3.609669,14.1,whatsapp_lead_trigger,2
6.286956,2.991672,16.55,meta_conversion_ad,4
6.409356,3.468556,15.51,meta_conversion_ad,6
6.567857,3.418838,24.97,meta_conversion_ad,4
6.343777,3.533263,17.49,meta_conversion_ad,2
6.425353,3.210356,10.64,meta_awareness_ad,2
6.192665,3.303279,23.38,meta_conversion_ad,4
6.615271,3.514281,24.84,meta_conversion_ad,2
6.421225,3.22025,4.29,whatsapp_lead_trigger,1
6.359508,3.415547,27.26,meta_conversion_ad,1
6.330147,3.376659,17.92,meta_conversion_ad,1
6.461668,3.34981,17.27,meta_awareness_ad,3
6.287377,3.465105,23.05,meta_awareness_ad,1
6.815757,3.211875,10.46,meta_awareness_ad,1
6.166688,3.262182,22.63,meta_awareness_ad,1
6.456807,3.358313,11.99,meta_conversion_ad,2
6.540436,3.199023,3.2,whatsapp_lead_trigger,1
6.408093,3.563838,7.02,meta_awareness_ad,3
6.55622,3.259385,19.54,meta_awareness_ad,1
6.40446,3.497149,7.44,whatsapp_lead_trigger,1
6.753914,3.247875,27.88,meta_awareness_ad,2
6.356568,3.48483,24.51,meta_conversion_ad,1
6.171716,3.137873,25.67,meta_conversion_ad,1
6.329625,3.590492,16.0,meta_conversion_ad,1
6.582374,3.54947,17.06,meta_awareness_ad,5
6.506711,3.296312,5.45,meta_awareness_ad,3
6.63722,3.255354,22.97,meta_conversion_ad,1
6.599662,3.44787,18.04,meta_conversion_ad,1
6.428958,3.150284,19.54,meta_awareness_ad,8
6.451037,3.384413,28.51,meta_conversion_ad,3
6.466601,3.258062,10.15,meta_awareness_ad,2
6.807052,3.341053,13.99,meta_conversion_ad,3
6.628023,3.282623,17.61,meta_awareness_ad,3
6.808153,3.259445,7.52,whatsapp_lead_trigger,3
6.650517,3.634919,13.5,meta_awareness_ad,2
6.514862,3.496282,18.94,meta_awareness_ad,2
6.371496,3.157221,12.4,meta_awareness_ad,1
6.554628,3.247828,25.47,meta_awareness_ad,6
6.51527,3.507817,2.91,whatsapp_lead_trigger,2
6.510353,3.524503,23.98,whatsapp_lead_trigger,1
6.493035,3.171438,20.29,meta_awareness_ad,5
6.216531,3.483991,10.45,meta_awareness_ad,5
6.713526,3.418954,7.6,meta_conversion_ad,9
6.516832,3.08795,0.1,whatsapp_lead_trigger,5
6.312262,3.31872,8.64,meta_conversion_ad,12
6.596664,3.358776,23.38,meta_awareness_ad,1
6.396025,3.386474,14.55,meta_awareness_ad,4
6.608721,3.181113,24.3,meta_conversion_ad,4
6.656648,3.264748,10.04,meta_awareness_ad,1
6.677345,3.285758,20.66,meta_conversion_ad,1
6.500262,3.298849,9.26,meta_awareness_ad,8
6.462333,3.30135,7.28,meta_conversion_ad,1
6.430569,3.359305,14.14,meta_awareness_ad,5
6.416017,3.425645,9.68,meta_conversion_ad,1
6.521815,3.645334,2.66,meta_awareness_ad,1
6.492999,3.509833,13.54,meta_conversion_ad,2
6.400604,3.57673,15.85,meta_awareness_ad,1
6.352832,3.307087,25.15,meta_conversion_ad,3
6.508087,3.228612,22.49,meta_conversion_ad,2
6.45927,3.499414,24.76,meta_conversion_ad,1
6.353195,3.376768,20.76,meta_conversion_ad,1
6.648986,3.488748,17.66,meta_conversion_ad,1
6.790214,3.246855,5.17,whatsapp_lead_trigger,1
6.668788,3.476487,16.2,meta_awareness_ad,4
6.416372,3.352913,19.77,whatsapp_lead_trigger,2
6.516866,3.310065,26.66,meta_awareness_ad,1
6.755464,3.324187,20.49,meta_awareness_ad,2
6.348345,3.452765,24.92,meta_awareness_ad,1
6.641789,3.495321,6.74,meta_awareness_ad,1
6.307188,3.324238,12.39,meta_conversion_ad,1
6.777006,3.430846,18.43,meta_conversion_ad,4
6.459853,3.430322,24.29,meta_conversion_ad,6
6.858757,3.489951,13.84,meta_conversion_ad,4
6.78361,3.527237,14.34,meta_awareness_ad,1
6.508435,3.650883,20.5,meta_awareness_ad,1
6.416489,3.309424,5.99,meta_awareness_ad,2
6.553616,3.598201,27.86,meta_awareness_ad,3
6.497376,3.396761,7.97,meta_awareness_ad,10
6.464165,3.21498,0.1,meta_awareness_ad,1
6.275683,3.281627,15.08,meta_conversion_ad,1
6.447217,3.449094,28.59,meta_conversion_ad,3
6.357828,3.487764,19.69,whatsapp_lead_trigger,4
6.607147,3.22676,21.01,whatsapp_lead_trigger,4
6.673061,3.264617,15.33,meta_conversion_ad,3
6.635503,3.299233,13.78,meta_awareness_ad,7
6.575756,3.249695,2.64,meta_conversion_ad,2
6.396464,3.097187,0.1,meta_conversion_ad,5
6.55521,3.046303,16.57,meta_awareness_ad,7
6.643315,3.321929,25.5,meta_awareness_ad,4
6.436465,3.417012,17.75,whatsapp_lead_trigger,1
6.542248,3.477538,19.99,meta_awareness_ad,1
6.502581,3.17485,27.67,meta_conversion_ad,2
6.773755,3.177399,17.63,meta_conversion_ad,2
6.652132,3.300011,14.02,meta_awareness_ad,5
6.615774,3.379701,8.45,meta_awareness_ad,1
6.266896,3.530517,31.18,meta_awareness_ad,1
6.550326,3.486858,19.21,meta_awareness_ad,3
6.501148,3.324026,7.45,meta_awareness_ad,1
6.499851,3.433223,5.63,whatsapp_lead_trigger,1
6.289888,3.252669,25.02,meta_awareness_ad,1
6.361235,3.390352,6.7,meta_conversion_ad,2
6.514197,3.369837,29.83,meta_awareness_ad,1
6.691553,3.589845,0.1,whatsapp_lead_trigger,4
6.435821,3.453233,26.38,meta_awareness_ad,2
6.464409,3.263582,18.9,meta_awareness_ad,5
6.791564,3.265117,15.95,whatsapp_lead_trigger,2
6.479877,3.329236,13.6,whatsapp_lead_trigger,1
6.505082,3.14453,30.13,meta_awareness_ad,1
6.507113,3.344697,20.66,whatsapp_lead_trigger,1
6.322574,3.357651,7.77,meta_awareness_ad,2
6.61017,3.449179,1.25,meta_awareness_ad,1
6.426469,3.471019,16.42,meta_awareness_ad,1
6.519889,3.394037,14.99,meta_awareness_ad,2
6.591056,3.134701,2.84,meta_conversion_ad,1
6.815784,3.196043,14.56,meta_awareness_ad,1
6.326734,3.288434,10.41,meta_awareness_ad,3
6.654147,3.477044,15.07,meta_conversion_ad,6
6.654708,3.471979,20.81,meta_conversion_ad,1
6.428668,3.341784,26.94,meta_awareness_ad,1
6.614326,3.73316,22.27,meta_conversion_ad,7
6.770915,3.613435,9.23,meta_awareness_ad,1
6.409654,3.565188,17.95,meta_conversion_ad,8
6.56062,3.484299,15.5,meta_conversion_ad,1
6.58512,3.447981,4.34,whatsapp_lead_trigger,5
6.604527,3.437036,18.19,meta_awareness_ad,1
6.639794,3.108446,29.85,meta_awareness_ad,6
6.549346,3.221507,15.26,meta_awareness_ad,1
6.601415,3.345879,2.25,meta_awareness_ad,3
6.387679,3.398381,15.24,meta_awareness_ad,1
6.549001,3.360532,5.29,whatsapp_lead_trigger,1
6.452949,3.420042,21.91,meta_awareness_ad,3
6.339926,3.063705,19.2,meta_awareness_ad,2
6.448028,3.45505,13.63,meta_conversion_ad,6
6.564818,3.388521,12.35,meta_awareness_ad,2
6.58977,3.351083,13.3,meta_conversion_ad,4
6.334131,3.518297,15.07,meta_awareness_ad,2
6.383748,3.22237,8.82,meta_awareness_ad,8
6.633098,3.343666,3.9,meta_awareness_ad,7
6.600622,3.421863,24.11,meta_awareness_ad,1
6.657465,3.251248,11.92,whatsapp_lead_trigger,5
6.729575,3.078698,16.34,meta_awareness_ad,4
6.605083,3.206244,17.28,meta_conversion_ad,1
6.462179,3.369492,17.58,meta_awareness_ad,2
6.541627,3.341847,5.61,meta_awareness_ad,1
6.773385,3.37646,1.59,whatsapp_lead_trigger,4
6.939067,3.280308,10.29,meta_awareness_ad,1
6.593864,3.18236,18.17,meta_conversion_ad,1
6.604733,3.399751,9.18,whatsapp_lead_trigger,2
6.633256,3.354222,12.16,meta_conversion_ad,2
6.527969,3.474875,32.02,whatsapp_lead_trigger,4
6.698978,3.267047,0.24,meta_awareness_ad,8
6.675607,3.076072,8.96,meta_awareness_ad,2
6.577556,2.988531,30.17,meta_awareness_ad,1
6.476697,3.31898,14.64,meta_conversion_ad,3
6.296296,3.398386,9.35,whatsapp_lead_trigger,2
6.634262,3.344353,24.35,meta_awareness_ad,2
6.556329,3.294427,15.44,meta_conversion_ad,1
6.413735,3.140493,12.21,meta_awareness_ad,2
6.354912,3.095796,16.54,meta_conversion_ad,1
6.623615,3.434291,9.74,meta_awareness_ad,3
6.284215,3.34506,6.86,whatsapp_lead_trigger,2
6.569346,3.324672,14.09,meta_conversion_ad,5
6.650933,3.147937,6.91,meta_awareness_ad,2
6.606884,3.234262,15.09,meta_awareness_ad,1
6.465789,3.385966,17.84,meta_awareness_ad,4
6.336994,3.421892,21.82,meta_awareness_ad,2
6.612453,3.354564,24.02,meta_awareness_ad,1
6.704478,3.586087,11.75,whatsapp_lead_trigger,2
6.43849,3.292876,19.0,meta_conversion_ad,1
6.600436,3.572231,18.94,meta_conversion_ad,4
6.761627,3.41173,17.62,meta_awareness_ad,2
6.575227,3.39542,11.16,whatsapp_lead_trigger,3
6.464868,3.519078,6.78,meta_conversion_ad,1
6.680528,3.285581,19.02,meta_awareness_ad,1
6.413766,3.329819,1.35,meta_conversion_ad,9
6.329671,3.195669,12.86,meta_conversion_ad,4
6.646248,3.519482,0.1,meta_awareness_ad,1
6.463476,3.429526,4.31,meta_awareness_ad,1
6.476922,3.543869,7.98,meta_awareness_ad,1
6.430359,3.40993,23.77,meta_awareness_ad,3
6.453477,3.544656,20.5,whatsapp_lead_trigger,3
6.734855,3.267107,10.57,whatsapp_lead_trigger,3
6.773775,3.527286,20.83,meta_conversion_ad,2
6.793647,3.319528,22.1,meta_awareness_ad,4
6.687918,3.37958,13.71,meta_awareness_ad,2
6.594341,3.488453,3.92,meta_conversion_ad,1
6.309557,3.728376,13.34,meta_conversion_ad,2
6.496271,3.502208,14.22,meta_awareness_ad,6
6.847913,3.516352,5.14,meta_conversion_ad,4
6.459057,3.297393,17.94,whatsapp_lead_trigger,2
6.751522,3.40275,17.24,meta_awareness_ad,3
6.532655,3.36482,18.56,meta_awareness_ad,6
6.122679,3.59035,17.23,meta_conversion_ad,2
6.620473,3.35731,20.84,meta_awareness_ad,1
6.714338,3.578481,13.57,meta_awareness_ad,8
6.517051,3.183953,16.61,meta_awareness_ad,4
6.709358,3.589017,11.82,meta_awareness_ad,1
6.274226,3.24999,10.32,meta_conversion_ad,2
6.316565,3.507283,25.71,meta_conversion_ad,2
6.55513,3.24955,0.1,meta_awareness_ad,1
6.595967,3.471952,22.01,whatsapp_lead_trigger,7
6.727887,3.234812,10.04,whatsapp_lead_trigger,2
6.620239,3.534672,9.0,whatsapp_lead_trigger,5
6.345356,3.505987,17.09,meta_awareness_ad,1
6.556357,3.289097,3.08,meta_awareness_ad,2
6.614509,3.465913,8.47,whatsapp_lead_trigger,1
6.243265,3.521315,8.21,meta_conversion_ad,3
6.517855,3.240702,13.23,meta_awareness_ad,2
6.474063,3.2241,8.57,meta_awareness_ad,2
6.426196,3.218504,27.81,meta_awareness_ad,1
6.599217,3.19725,29.38,whatsapp_lead_trigger,1
6.351948,3.217786,0.1,meta_conversion_ad,1
6.586932,3.517918,19.35,meta_awareness_ad,1
6.608324,3.462877,21.87,meta_awareness_ad,2
6.686964,3.1248,19.34,meta_conversion_ad,2
6.355887,3.302675,9.74,whatsapp_lead_trigger,2
6.298615,3.205525,13.05,meta_awareness_ad,2
6.566236,3.50843,9.01,meta_conversion_ad,1
6.481459,3.311753,11.64,whatsapp_lead_trigger,1
6.959798,3.147536,5.32,meta_awareness_ad,1
6.593175,3.404725,14.08,meta_conversion_ad,4
6.533124,3.470174,2.98,meta_awareness_ad,2
6.498476,3.236145,13.4,meta_conversion_ad,1
6.341691,3.339463,5.01,meta_conversion_ad,1
6.608982,3.243841,16.65,meta_conversion_ad,5
6.512528,3.565807,9.56,meta_conversion_ad,3
6.512653,3.314496,17.32,meta_awareness_ad,3
6.538566,3.270924,23.65,whatsapp_lead_trigger,2
6.557582,3.371501,27.72,meta_conversion_ad,1
6.263512,3.348068,0.1,meta_awareness_ad,8
6.649953,3.482474,8.33,meta_conversion_ad,4
6.397433,3.561607,12.58,meta_conversion_ad,1
6.503695,3.562743,18.68,meta_awareness_ad,4
6.717286,3.321914,1.8,whatsapp_lead_trigger,3
6.791317,3.424967,7.14,whatsapp_lead_trigger,1
6.269326,3.602475,16.04,meta_awareness_ad,2
6.528937,3.60825,15.68,whatsapp_lead_trigger,1
6.565337,3.247814,18.02,meta_awareness_ad,1
6.29827,3.468037,18.55,meta_awareness_ad,3
6.644789,3.442681,17.71,meta_awareness_ad,1
6.541839,3.518158,16.55,whatsapp_lead_trigger,4
6.553524,3.565743,15.45,meta_conversion_ad,11
6.386767,3.223054,20.32,meta_awareness_ad,1
6.586333,3.275598,0.1,meta_awareness_ad,2
6.650134,3.515341,27.35,meta_conversion_ad,4
6.543495,3.401405,0.1,meta_awareness_ad,4
6.44731,3.045114,6.37,whatsapp_lead_trigger,3
6.45899,3.129258,13.19,whatsapp_lead_trigger,1
6.557459,3.478586,20.38,meta_conversion_ad,2
6.53172,3.505067,0.1,whatsapp_lead_trigger,2
6.660123,3.176777,14.78,meta_awareness_ad,8
6.452361,3.544075,21.34,whatsapp_lead_trigger,1
6.341643,3.349628,22.96,meta_conversion_ad,6
6.578308,3.225829,9.42,meta_conversion_ad,1
6.452771,3.295156,12.59,meta_awareness_ad,9
6.641952,3.195789,10.07,whatsapp_lead_trigger,3
6.525531,3.286813,11.86,meta_awareness_ad,2
6.622622,3.098865,6.75,meta_awareness_ad,2
6.372252,3.368125,7.89,meta_awareness_ad,1
6.545908,3.467268,18.48,meta_conversion_ad,1
6.419511,3.177086,16.05,meta_conversion_ad,1
6.341344,3.381753,18.93,meta_conversion_ad,1
6.395234,3.258502,16.71,whatsapp_lead_trigger,1
6.442728,3.47952,20.63,meta_awareness_ad,3
6.711104,3.032039,22.03,meta_conversion_ad,2
6.438759,3.485983,1.07,meta_awareness_ad,1
6.333669,3.106537,8.17,whatsapp_lead_trigger,4
6.544122,3.347709,13.15,whatsapp_lead_trigger,2
6.528777,3.272862,14.82,meta_conversion_ad,7
6.450592,3.325095,9.64,meta_conversion_ad,3
6.500216,3.149791,22.3,meta_awareness_ad,1
6.670834,3.628221,30.84,meta_awareness_ad,2
6.625006,3.186216,16.49,whatsapp_lead_trigger,3
6.612035,3.198052,15.67,meta_awareness_ad,1
6.346848,3.648423,21.8,meta_awareness_ad,1
6.957382,3.427605,0.1,meta_awareness_ad,1
6.682088,3.191062,15.23,whatsapp_lead_trigger,1
6.601954,3.359882,22.83,meta_awareness_ad,2
6.349753,3.343841,9.85,meta_awareness_ad,2
6.66656,3.126052,5.19,meta_conversion_ad,1
6.449231,3.265461,13.51,whatsapp_lead_trigger,3
6.495259,3.375243,14.51,meta_awareness_ad,2
6.272283,3.569163,7.73,meta_awareness_ad,1
6.338178,3.350876,31.77,meta_awareness_ad,1
6.590182,3.362153,11.17,meta_awareness_ad,1
6.675335,3.256925,5.77,meta_awareness_ad,1
6.627136,3.543584,14.25,meta_conversion_ad,1
6.622023,3.514548,22.26,meta_conversion_ad,1
6.514685,3.4976,15.14,meta_conversion_ad,2
6.463394,3.395976,18.88,meta_awareness_ad,2
6.567734,3.139414,8.03,whatsapp_lead_trigger,1
6.647611,3.5422,26.9,meta_awareness_ad,1
6.525129,3.387799,19.49,whatsapp_lead_trigger,2
6.705938,3.332911,23.38,meta_conversion_ad,4
6.49214,3.446469,17.92,meta_awareness_ad,3
6.377358,3.412828,21.6,meta_conversion_ad,2
6.522846,3.21882,8.02,meta_awareness_ad,1
6.540296,3.33108,11.07,meta_conversion_ad,1
6.512095,3.093586,25.77,meta_awareness_ad,5
6.716498,3.392104,27.48,meta_awareness_ad,1
6.645195,3.578719,5.82,whatsapp_lead_trigger,9
6.309759,3.109858,17.0,meta_awareness_ad,3
6.754555,3.398494,11.55,whatsapp_lead_trigger,3
6.113187,3.479472,9.42,meta_awareness_ad,1
6.847054,3.501654,17.28,meta_conversion_ad,2
6.481304,3.267272,24.13,meta_conversion_ad,2
6.495965,3.213865,18.61,meta_conversion_ad,1
6.515398,3.291142,12.44,meta_awareness_ad,1
6.582181,3.557831,19.12,meta_awareness_ad,5
6.524361,3.122767,12.12,meta_awareness_ad,2
6.504391,3.196805,18.3,meta_awareness_ad,2
6.720738,3.310385,26.17,meta_conversion_ad,1
6.609239,3.232849,0.1,whatsapp_lead_trigger,3
6.380579,3.372949,21.38,whatsapp_lead_trigger,3
6.635501,3.591379,2.69,meta_conversion_ad,2
6.603016,3.198627,24.83,meta_conversion_ad,2
6.442609,3.357245,9.9,meta_conversion_ad,2
6.643221,3.377962,5.26,meta_awareness_ad,2
6.500764,3.329012,20.56,whatsapp_lead_trigger,1
6.491149,3.142436,17.91,meta_conversion_ad,6
6.487063,3.283526,7.01,meta_conversion_ad,2
6.160182,3.283975,4.98,meta_awareness_ad,1
6.445395,3.474226,13.5,meta_awareness_ad,2
